iter	Logloss
126	0.2341395039
127	0.2340982933
128	0.2340765601
129	0.2340353197
130	0.2340117378
131	0.2339698381
132	0.2339375742
133	0.2339028801
134	0.2338798474
135	0.2338438013
136	0.2337946898
137	0.2337404294
138	0.2337107852
139	0.2336647511
140	0.2336143576
141	0.233552903
142	0.2335230188
143	0.2334822813
144	0.2334540517
145	0.2334090004
146	0.2333724518
147	0.2333480487
148	0.2333232119
149	0.2333007178
150	0.233263373
151	0.2332174212
152	0.2331799748
153	0.23313568
154	0.2330971405
155	0.2330645112
156	0.2330265194
157	0.2330050335
158	0.2329652159
159	0.2329286619
160	0.2329154787
161	0.2328646992
162	0.2328214124
163	0.2327912242
164	0.2327504895
165	0.2327212411
166	0.2326894679
167	0.2326590264
168	0.2326376268
169	0.2326038948
170	0.2325891139
171	0.2325426829
172	0.2325184382
173	0.2324944615
174	0.2324638843
175	0.2324375955
176	0.232416405
177	0.2323904036
178	0.232352979
179	0.2323103281
180	0.2322850563
181	0.2322512964
182	0.2322269598
183	0.2322100495
184	0.2321949259
185	0.2321664546
186	0.2321300536
187	0.2321150512
188	0.2320882996
189	0.2320723236
190	0.2320542549
191	0.232024001
192	0.232000143
193	0.2319752595
194	0.2319586994
195	0.2319397408
196	0.2319106198
197	0.2318964524
198	0.2318799012
199	0.2318382167
200	0.2318253201
201	0.2317934743
202	0.2317668478
203	0.2317494267
204	0.231720725
205	0.231697998
206	0.2316692454
207	0.2316460039
208	0.2316381384
209	0.2316247459
210	0.2316053287
211	0.2315821216
212	0.231561655
213	0.2315160539
214	0.2314774494
215	0.2314633108
216	0.231424974
217	0.2313995065
218	0.2313702638
219	0.231356817
220	0.2313461268
221	0.2313257868
222	0.2312975955
223	0.2312766372
224	0.2312606975
225	0.2312279302
226	0.231208642
227	0.231188051
228	0.2311684225
229	0.231139512
230	0.2311207937
231	0.2311056219
232	0.2310764957
233	0.2310557096
234	0.2310269114
235	0.2310091003
236	0.230986289
237	0.2309616437
238	0.2309490638
239	0.2309240365
240	0.230906286
241	0.2308898156
242	0.2308669765
243	0.2308415249
244	0.2308271585
245	0.2308104014
246	0.2307919221
247	0.2307727174
248	0.2307546589
249	0.2307424656
250	0.230718742
251	0.2306994238
252	0.2306652074
253	0.2306431817
254	0.2306229103
255	0.2305975115
256	0.230576623
257	0.2305592061
258	0.2305392993
259	0.2305173671
260	0.2304954256
261	0.2304800254
262	0.2304697857
263	0.2304394003
264	0.2304176821
265	0.2304074991
266	0.2303822123
267	0.2303590409
268	0.2303444795
269	0.2303140866
270	0.2302930635
271	0.230275763
272	0.2302488
273	0.2302215864
274	0.2301964582
275	0.2301724194
276	0.2301547706
277	0.2301312897
278	0.2301102576
279	0.2300983182
280	0.2300779338
281	0.2300606419
282	0.2300308552
283	0.229996462
284	0.2299832781
285	0.2299610144
286	0.2299363906
287	0.2299228878
288	0.229906684
289	0.2298853009
290	0.2298567195
291	0.2298310765
292	0.2298140962
293	0.2297984166
294	0.2297876267
295	0.2297684581
296	0.2297637121
297	0.2297482274
298	0.2297219078
299	0.2297008645
300	0.2296862604
301	0.229669165
302	0.2296573307
303	0.2296410583
304	0.2296283677
305	0.2295965435
306	0.2295789994
307	0.2295603767
308	0.2295451435
309	0.2295237244
310	0.2295029209
311	0.2294715237
312	0.2294405357
313	0.22941536
314	0.2294090441
315	0.2293888025
316	0.2293645701
317	0.2293288597
318	0.2293004027
319	0.22927229
320	0.2292532853
321	0.2292367333
322	0.2292167836
323	0.2292046357
324	0.229178504
325	0.2291591376
326	0.2291373069
327	0.2291219278
328	0.2291005226
329	0.2290811723
330	0.2290537007
331	0.229034336
332	0.2290176792
333	0.2290041963
334	0.2289755194
335	0.2289611203
336	0.2289245137
337	0.2289081579
338	0.2288855784
339	0.2288674777
340	0.228852612
341	0.2288363632
342	0.2288173686
343	0.2288041177
344	0.228781334
345	0.2287559212
346	0.2287362189
347	0.2287188742
348	0.2287059907
349	0.2286920055
350	0.2286734728
351	0.2286502191
352	0.228638908
353	0.2286235436
354	0.228596824
355	0.2285796318
356	0.2285603008
357	0.2285310089
358	0.2285131194
359	0.2284905187
360	0.22847288
361	0.2284487605
362	0.2284360844
363	0.228418716
364	0.2284084997
365	0.2283869812
366	0.2283733722
367	0.2283536069
368	0.2283328492
369	0.2283141467
370	0.228302452
371	0.2282846531
372	0.2282632037
373	0.2282364765
374	0.2282233213
375	0.2282088634
376	0.2281951898
377	0.2281699404
378	0.2281405128
379	0.2281291444
380	0.2281006063
381	0.2280925894
382	0.2280841337
383	0.2280734236
384	0.2280542764
385	0.2280421766
386	0.2280249649
387	0.2280039371
388	0.2279938557
389	0.2279794322
390	0.2279733554
391	0.2279446914
392	0.2279241862
393	0.227896399
394	0.2278816228
395	0.2278645098
396	0.2278416934
397	0.2278265588
398	0.2278029039
399	0.2277772787
400	0.2277637522
401	0.2277501617
402	0.2277279313
403	0.2277146849
404	0.2276816584
405	0.227671715
406	0.2276562103
407	0.2276288913
408	0.2276205203
409	0.227597379
410	0.2275721165
411	0.2275421728
412	0.2275237109
413	0.22750767
414	0.227486416
415	0.2274696181
416	0.2274528928
417	0.2274348512
418	0.2274200658
419	0.2274047806
420	0.2273727936
421	0.2273647295
422	0.2273476126
423	0.2273238371
424	0.2273059476
425	0.2272919898
426	0.2272717413
427	0.2272482907
428	0.2272276567
429	0.227207298
430	0.2271881378
431	0.2271664424
432	0.2271455589
433	0.2271189464
434	0.2271048864
435	0.2270851709
436	0.2270688497
437	0.2270486684
438	0.227007339
439	0.2269898157
440	0.2269740712
441	0.2269526915
442	0.2269429087
443	0.2269210572
444	0.2269007559
445	0.2268803558
446	0.2268669877
447	0.2268433379
448	0.2268278505
449	0.2268111976
450	0.2267934182
451	0.2267741508
452	0.2267547818
453	0.2267360898
454	0.2267194234
455	0.2267037237
456	0.2266870089
457	0.2266711403
458	0.2266549116
459	0.2266384069
460	0.2266231583
461	0.2266006919
462	0.2265804865
463	0.2265645954
464	0.226545859
465	0.2265252122
466	0.2265095204
467	0.2264969965
468	0.2264791802
469	0.2264609204
470	0.2264501425
471	0.2264274063
472	0.2263989383
473	0.2263743363
474	0.226362259
475	0.2263469441
476	0.2263309752
477	0.2263145131
478	0.2262947418
479	0.2262808842
480	0.226253946
481	0.2262330913
482	0.2262186541
483	0.2261972397
484	0.2261891706
485	0.2261755415
486	0.2261575087
487	0.2261387848
488	0.2261197356
489	0.2261015787
490	0.2260853213
491	0.2260730863
492	0.2260525064
493	0.226033021
494	0.2260137682
495	0.2259984335
496	0.2259780082
497	0.2259595575
498	0.2259416295
499	0.2259247891
500	0.2259063022
501	0.2258921304
502	0.2258762643
503	0.225861366
504	0.2258332679
505	0.2258164258
506	0.2257971864
507	0.2257819162
508	0.2257658669
509	0.2257463846
510	0.2257243262
511	0.2257081266
512	0.2256946556
513	0.2256800573
514	0.22566375
515	0.2256483385
516	0.2256274135
517	0.2256139608
518	0.2255978599
519	0.2255887032
520	0.2255651486
521	0.2255492713
522	0.2255284225
523	0.2255121785
524	0.2254935275
525	0.2254834076
526	0.2254710131
527	0.2254541572
528	0.2254405918
529	0.2254208141
530	0.225403171
531	0.225388059
532	0.2253694625
533	0.2253530696
534	0.2253385881
535	0.2253215733
536	0.2252984685
537	0.2252850768
538	0.22527058
539	0.225258161
540	0.2252450688
541	0.2252288065
542	0.2252087937
543	0.225193467
544	0.2251790064
545	0.2251610343
546	0.2251354153
547	0.2251135707
548	0.2250988205
549	0.2250852271
550	0.2250701245
551	0.225056103
552	0.2250403668
553	0.2250221596
554	0.2250104263
555	0.2249941648
556	0.2249762087
557	0.22496072
558	0.224937854
559	0.2249213422
560	0.2249073006
561	0.2248886986
562	0.224870573
563	0.2248562273
564	0.2248457257
565	0.2248301416
566	0.2248177308
567	0.2248031906
568	0.2247849435
569	0.2247607468
570	0.224723569
571	0.2247073041
572	0.2246884819
573	0.2246754297
574	0.2246565586
575	0.2246348388
576	0.2246167376
577	0.2246003907
578	0.2245836479
579	0.2245625735
580	0.2245471836
581	0.2245319138
582	0.2245231958
583	0.2245045629
584	0.2244871059
585	0.2244668848
586	0.2244549588
587	0.2244303367
588	0.2244103424
589	0.2243914362
590	0.2243722174
591	0.2243478261
592	0.224331349
593	0.2243164582
594	0.2243025501
595	0.2242864074
596	0.2242710939
597	0.2242600847
598	0.2242502411
599	0.2242344509
600	0.224220362
601	0.2241973106
602	0.2241828548
603	0.2241616219
604	0.2241484087
605	0.2241306444
606	0.224117736
607	0.2241074768
608	0.2240938293
609	0.2240801403
610	0.2240658923
611	0.2240492661
612	0.2240294128
613	0.2240154405
614	0.224006836
615	0.2239929285
616	0.2239768944
617	0.2239634309
618	0.2239448341
619	0.2239240983
620	0.2239122545
621	0.2238982671
622	0.2238727394
623	0.2238615148
624	0.2238454345
625	0.2238301827
626	0.2238167668
627	0.2237964915
628	0.2237829156
629	0.2237665367
630	0.2237490007
631	0.2237294631
632	0.2237108453
633	0.2236879027
634	0.2236670736
635	0.2236511916
636	0.2236386364
637	0.2236268306
638	0.2236175834
639	0.2236069111
640	0.2235879424
641	0.2235704449
642	0.2235464156
643	0.2235272576
644	0.2235027449
645	0.2234907939
646	0.22347649
647	0.2234584783
648	0.2234420254
649	0.223432087
650	0.2234162664
651	0.2234031851
652	0.2233875904
653	0.2233771655
654	0.2233641405
655	0.2233549942
656	0.2233400535
657	0.2233193401
658	0.223299699
659	0.2232813001
660	0.2232651317
661	0.2232448611
662	0.2232272962
663	0.2232158248
664	0.2232011334
665	0.2231809566
666	0.2231599652
667	0.223142542
668	0.2231349039
669	0.2231248623
670	0.2231111104
671	0.2230993664
672	0.2230839521
673	0.223075137
674	0.2230657763
675	0.2230465539
676	0.2230376898
677	0.2230213206
678	0.2230058474
679	0.2229917748
680	0.2229699356
681	0.2229501917
682	0.2229356035
683	0.2229220452
684	0.2229039528
685	0.2228929803
686	0.2228826965
687	0.2228641441
688	0.2228528531
689	0.2228401409
690	0.2228277113
691	0.2228118902
692	0.2227957662
693	0.2227837396
694	0.2227703852
695	0.2227604677
696	0.2227505266
697	0.2227293788
698	0.2227129979
699	0.2226964117
700	0.2226862381
701	0.2226795002
702	0.222668543
703	0.2226582325
704	0.2226476352
705	0.2226313458
706	0.2226133102
707	0.2225977918
708	0.2225885248
709	0.2225750569
710	0.222565694
711	0.2225451034
712	0.2225331112
713	0.2225169464
714	0.2225039387
715	0.2224884263
716	0.2224699275
717	0.2224571629
718	0.2224397454
719	0.2224234631
720	0.2224059673
721	0.2223892007
722	0.2223779935
723	0.2223609629
724	0.222348691
725	0.2223330304
726	0.2223192435
727	0.2223019665
728	0.2222850736
729	0.2222601687
730	0.2222409829
731	0.2222244995
732	0.2222123151
733	0.2221932198
734	0.222180968
735	0.2221666936
736	0.2221531609
737	0.2221434589
738	0.2221286156
739	0.222115798
740	0.2221064064
741	0.2220977667
742	0.2220661259
743	0.2220482883
744	0.222027107
745	0.2220187311
746	0.2220106113
747	0.2219918711
748	0.2219754568
749	0.2219613539
750	0.2219510523
751	0.2219380428
752	0.2219289754
753	0.2219128641
754	0.2218972553
755	0.2218810974
756	0.2218710481
757	0.221858012
758	0.2218407271
759	0.2218259511
760	0.2218155339
761	0.2217965022
762	0.221785648
763	0.2217747905
764	0.2217576369
765	0.2217411948
766	0.2217278396
767	0.2217099575
768	0.2216990862
769	0.2216842026
770	0.2216623392
771	0.2216544469
772	0.22163512
773	0.2216269405
774	0.2216087823
775	0.2215937853
776	0.2215773292
777	0.2215622415
778	0.2215476784
779	0.2215308373
780	0.2215159456
781	0.2215021061
782	0.2214935599
783	0.2214798435
784	0.2214630763
785	0.2214513062
786	0.2214421281
787	0.2214317185
788	0.2214119869
789	0.2214007199
790	0.2213904336
791	0.2213721129
792	0.2213615208
793	0.2213445434
794	0.2213304897
795	0.2213183774
796	0.2213047919
797	0.2212872518
798	0.2212712443
799	0.2212545754
